SurveyName;PlotPK;Catchment;Year;Month;Day;Altitude;Aspect;Slope;Litter%;ExposedSoil%;ExposedRock%;BareGround%;MeanTopHeight;MapSeries;MapSheet;PartialEastings;PartialNorthings;RecordedBy;GeneralRemarks
Banks Peninsula Botanical Survey;94535;NEAR OHINEPAKA BAY, WAINUI;1985;3;10;90;40;54;;2;1;;35;NZMS 1;S 94;240;180;Hugh D. Wilson;Total Rock: 10%
Banks Peninsula Botanical Survey;94536;OHINEPAKA BAY, WAINUI;1985;3;10;152;270;34;15;1;;;90;NZMS 1;S 94;230;180;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94537;LANDS END;1985;3;11;350;240;18;;;;1;7.5;NZMS 1;S 94;250;130;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94538;SQUALLY BAY, LANDS END;1985;3;11;100;270;30;;20;1;;;NZMS 1;S 94;240;120;Hugh D. Wilson;Total Rock: 10%
Banks Peninsula Botanical Survey;94539;LANDS END;1985;3;11;240;220;15;;;;0;7;NZMS 1;S 94;250;120;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94540;LANDS END;1985;3;11;102;70;24;;;;0;4.5;NZMS 1;S 94;260;110;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94541;LANDS END;1985;3;11;230;150;22;;2;1;;;NZMS 1;S 94;260;120;Hugh D. Wilson;Total Rock: 2%
Banks Peninsula Botanical Survey;94542;NEAR MT BOSSU;1985;3;12;490;350;4;;;;0;5;NZMS 1;S 94;230;170;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94543;NEAR MAT WHITE BAY;1985;3;12;235;350;30;;1;1;;5.5;NZMS 1;S 94;240;170;Hugh D. Wilson;Total Rock: 4%
Banks Peninsula Botanical Survey;94544;MAT WHITE BAY;1985;3;12;23;5;58;50;10;;;50;NZMS 1;S 94;240;160;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94545;ABOVE TITOKI BAY;1985;3;12;230;345;40;;6;1;;4.5;NZMS 1;S 94;240;150;Hugh D. Wilson;Total Rock: 3%
Banks Peninsula Botanical Survey;94546;LANDS END;1985;3;12;478;175;8;;1;1;;6;NZMS 1;S 94;230;150;Hugh D. Wilson;Total Rock: 3%
Banks Peninsula Botanical Survey;94547;FISHERMANS BAY;1985;3;26;229;195;15;;;;0;;NZMS 1;S 95;380;180;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94548;NEAR POMPEYS PILLAR;1985;3;26;142;145;14;;;;0;;NZMS 1;S 95;390;170;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94549;RED BAY, NEAR FISHERMANS BAY;1985;3;26;130;25;23;;5;;;15;NZMS 1;S 95;390;180;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94550;ABOVE SHELL BAY, NEAR PAUA BAY;1985;3;27;305;155;25;;;;2;11.5;NZMS 1;S 95;380;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94551;ABOVE SHELL BAY, NEAR PAUA BAY;1985;3;27;250;345;16;;;;2;4;NZMS 1;S 95;380;190;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94552;ABOVE SHELL  BAY, NEAR FISHERMANS BAY;1985;3;27;120;5;22;;;;4;40;NZMS 1;S 95;390;190;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94553;FISHERMANS BAY;1985;3;27;115;310;3;;;;0;;NZMS 1;S 95;400;190;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94554;PAUA BAY;1985;3;28;290;115;25;;;;0;2;NZMS 1;S 95;380;210;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94555;PAUA BAY;1985;3;28;270;160;;;;;0;;NZMS 1;S 95;390;210;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94556;PAUA BAY;1985;3;28;52;15;16;;;;1;;NZMS 1;S 95;410;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94557;ABOVE PAUA BAY;1985;3;28;265;115;9;;;;0;;NZMS 1;S 95;390;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94558;GOVERNORS BAY;1985;4;11;58;210;12;;;;0;5;NZMS 1;S 84;020;460;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94559;NEAR GOVERNORS BAY;1985;4;11;10;135;31;45;8;;;50;NZMS 1;S 84;030;460;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94560;RAPAKI;1985;4;11;56;80;11;;;;0;;NZMS 1;S 84;040;470;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94561;CASS BAY;1985;4;11;50;40;15;;;;0;30;NZMS 1;S 84;050;470;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94562;CORSAIR BAY;1985;4;11;30;;;;;;20;;NZMS 1;S 84;060;470;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94563;NEAR RIPAPA ISLAND;1985;4;16;12;250;4;;;;3;;NZMS 1;S 84;110;450;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94564;NEAR SHELLY BAY, PURAU - CAMP BAY;1985;4;16;75;270;35;;4;5;;;NZMS 1;S 84;120;450;Hugh D. Wilson;Total rock: 10%
Banks Peninsula Botanical Survey;94565;CAMP BAY;1985;4;16;0;60;;;;55;;;NZMS 1;S 84;130;450;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94566;CHURCH BAY, NEAR STORE;1985;4;16;90;;3;;;;1;12;NZMS 1;S 84;080;440;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94567;AKAROA;1985;4;24;60;325;12;;;;2;50;NZMS 1;S 94;280;210;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94568;AKAROA;1985;4;24;5;270;21;;;;8;70;NZMS 1;S 94;290;220;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94569;AYLMERS VALLEY AKAROA;1985;4;25;240;25;22;;1;;;;NZMS 1;S 94;290;200;Hugh D. Wilson;Total rock: 1%. Small rock: 1%
Banks Peninsula Botanical Survey;94570;AYLMERS VALLEY. AKAROA;1985;4;25;320;285;23;;;;2;1.5;NZMS 1;S 94;300;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94571;AKAROA SIDE OF STONY BAY RD;1985;4;25;458;45;10;;;;0;;NZMS 1;S 94;310;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94572;AKAROA SIDE OF STONY BAY PEAK;1985;4;25;522;335;19;;1;6;;10;NZMS 1;S 94;320;210;Hugh D. Wilson;Total rock: 10%
Banks Peninsula Botanical Survey;94573;STONY BAY ROAD CREEK;1985;4;25;245;180;34;80;4;;;85;NZMS 1;S 94;310;210;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94574;AKAROA;1985;4;26;45;225;23;;;;2;3;NZMS 1;S 94;280;230;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94575;TAKAMATUA;1985;4;26;175;355;20;;;;1;2;NZMS 1;S 94;280;240;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94576;TAKAMATUA;1985;4;26;0;;;;;;90;;NZMS 1;S 94;290;250;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94577;AKAROA;1985;4;26;115;115;18;;;;1;;NZMS 1;S 94;290;240;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94578;GREHAN VALLEY, AKAROA;1985;4;26;50;175;;;;;2;120;NZMS 1;S 94;300;230;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94579;GREHAN VALLEY UNDER BENOIT;1985;4;27;175;140;16;;;;95;80;NZMS 1;S 94;310;230;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94580;SUMMIT RD ABOVE LE BONS BAY;1985;4;27;575;110;24;60;;;;100;NZMS 1;S 94;340;250;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94581;SUMMIT RD ABOVE LE BONS BAY;1985;4;27;545;75;;;;;0;8;NZMS 1;S 94;330;260;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94582;BALGUERI STREAM, AKAROA;1985;4;28;30;285;10;;;;1;80;NZMS 1;S 94;300;220;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94583;PURPLE PEAK ROAD, AKAROA;1985;4;28;185;345;11;;;;1;5;NZMS 1;S 94;310;220;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94584;ABOVE AKAROA;1985;4;28;245;295;15;;;;5;;NZMS 1;S 94;300;210;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94585;AKAROA, AYLMERS VALLEY;1985;4;28;75;275;11;;;;1;;NZMS 1;S 94;290;210;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94586;TOP ARMSTRONG RESERVE;1985;5;27;715;115;29;30;;;;145;;;;;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94587;KAITORETE SPIT;1985;9;2;0;150;5;;;;100;;NZMS 1;S 94;050;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94588;KAITORETE SPIT, NEAR RESEARCH AERIALS;1985;9;2;3;;;;;;50;4.5;NZMS 1;S 94;040;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94589;KAITORETE SPIT;1985;9;2;4;;1;;;;50;3;NZMS 1;S 94;030;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94590;KAITORETE SPIT;1985;9;2;10;355;;;;;70;3.5;NZMS 1;S 94;010;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94591;KAITORETE SPIT;1985;9;2;4;;;;;;30;4;NZMS 1;S 94;020;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94592;SANTA MARIA AVENUE MT PLEASANT;1985;9;10;100;;;;;;98;;NZMS 1;S 84;080;520;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94593;BARRYS BAY;1985;10;3;50;325;25;;;;1;;NZMS 1;S 94;240;270;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94594;FRENCH FARM;1985;10;3;55;110;10;;;;0;8;NZMS 1;S 94;240;260;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94595;FRENCH FARM;1985;10;3;50;200;;60;15;;;120;NZMS 1;S 94;230;260;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94596;FRENCH FARM VALLEY;1985;10;3;190;115;;;;;1;0.4;NZMS 1;S 94;220;260;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94597;ABOVE FRENCH FARM;1985;10;3;420;50;30;;;;1;1.5;NZMS 1;S 94;210;260;Hugh D. Wilson;Lichen covered rock: 1%. Wood: 1%.
Banks Peninsula Botanical Survey;94598;BARRYS BAY;1985;10;4;160;5;10;;;;0;0.8;NZMS 1;S 94;230;270;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94599;BARRYS BAY - FRENCH HILL;1985;10;4;350;105;30;;;;1;1.5;NZMS 1;S 94;220;270;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94600;NEAR FRENCH HILL;1985;10;4;572;45;25;;;;1;1;NZMS 1;S 94;210;270;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94601;FRENCH FARM;1985;10;5;30;240;15;;15;;;90;NZMS 1;S 94;240;250;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94602;NEAR PETITE CARENAGE BAY;1985;10;5;18;10;;70;10;;;50;NZMS 1;S 94;250;250;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94603;ABOVE PETITE CARENAGE BAY;1985;10;5;125;310;15;;;;0;1;NZMS 1;S 94;250;240;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94604;ABOVE TIKAO BAY;1985;10;5;140;140;;;;;1;20;NZMS 1;S 94;240;240;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94605;WAINUI, ABOVE CAPE 3 POINTS;1985;10;5;215;100;20;;;;1;;NZMS 1;S 94;230;190;Hugh D. Wilson;Total rock: 2%
Banks Peninsula Botanical Survey;94606;ABOVE WAINUI;1985;10;5;212;130;10;;;;0;;NZMS 1;S 94;220;230;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94607;HEAD OF WESTERN VALLEY;1985;10;11;660;120;22;;;;1;15;NZMS 1;S 84;150;330;Hugh D. Wilson;Charred boles and logs: 6%
Banks Peninsula Botanical Survey;94608;WESTERN VALLEY;1985;10;11;366;85;25;;;;1;3;NZMS 1;S 84;150;320;Hugh D. Wilson;Total rock:1%
Banks Peninsula Botanical Survey;94609;WESTERN VALLEY;1985;10;11;230;185;28;;;;0;8;NZMS 1;S 84;150;310;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94610;WESTERN VALLEY;1985;10;11;170;190;5;;;;0;;NZMS 1;S 84;150;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94611;WESTERN VALLEY;1985;10;12;270;70;30;;;;1;4.5;NZMS 1;S 84;140;320;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94612;WESTERN VALLEY;1985;10;12;340;115;19;;;;0;7.5;NZMS 1;S 84;130;320;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94614;WESTERN VALLEY;1985;10;12;415;125;10;;;5;;50;NZMS 1;S 84;120;320;Hugh D. Wilson;Total rock: 9%
Banks Peninsula Botanical Survey;94615;WESTERN VALLEY;1985;10;12;750;120;28;;;;1;25;NZMS 1;S 84;120;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94616;WESTERN VALLEY;1985;10;12;507;195;23;;;;1;14;NZMS 1;S 84;130;330;Hugh D. Wilson;Total rock: 1%. Total wood: 1%
Banks Peninsula Botanical Survey;94617;WESTERN VALLEY;1985;10;12;440;230;29;10;;;1;60;NZMS 1;S 84;140;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94618;WESTERN VALLEY;1985;10;13;168;150;;;;;;5;NZMS 1;S 84;140;310;Hugh D. Wilson;Charred lying stakes: 8%
Banks Peninsula Botanical Survey;94619;WESTERN VALLEY;1985;10;13;265;350;25;;;;1;0.5;NZMS 1;S 84;130;310;Hugh D. Wilson;Total rock:  1%
Banks Peninsula Botanical Survey;94620;WESTERN VALLEY;1985;10;13;440;335;32;;;;1;15;NZMS 1;S 84;120;310;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94621;WESTERN VALLEY;1985;10;13;114;60;26;;;;1;17;NZMS 1;S 84;140;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94622;WESTERN VALLEY;1985;10;14;360;155;31;;;;1;20;NZMS 1;S 84;130;300;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94623;WESTERN VALLEY;1985;10;14;430;135;;20;1;;;90;NZMS 1;S 84;120;300;Hugh D. Wilson;Total rock:  5%
Banks Peninsula Botanical Survey;94624;LITTLE RIVER, BESIDE RHODES NURSERY;1985;10;22;25;;;;;;70;10;NZMS 1;S 94;150;280;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94625;FRENCH FARM;1985;10;23;314;345;27;;;15;;1.5;NZMS 1;S 94;230;240;Hugh D. Wilson;Total rock: 20%
Banks Peninsula Botanical Survey;94626;FRENCH FARM;1985;10;23;422;350;12;;;;0;;NZMS 1;S 94;220;240;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94627;FRENCH FARM;1985;10;23;530;330;23;;;;1;12;NZMS 1;S 94;210;240;Hugh D. Wilson;Total rock:  25%
Banks Peninsula Botanical Survey;94628;FRENCH FARM;1985;10;23;294;350;20;;;;1;35;NZMS 1;S 94;210;250;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94629;FRENCH FARM;1985;10;23;160;310;19;85;;;1;60;NZMS 1;S 94;220;250;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94630;FRENCH FARM;1985;10;23;70;140;28;;;;0;5;NZMS 1;S 94;230;250;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94631;LANDS END;1985;10;24;305;180;11;;;;0;;NZMS 1;S 94;240;140;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94632;NEAR LUCAS BAY, LANDS END;1985;10;24;140;60;28;;1;1;;25;NZMS 1;S 94;250;140;Hugh D. Wilson;Total rock: 9%
Banks Peninsula Botanical Survey;94633;LANDS END;1985;10;24;238;360;28;;1;1;;5;NZMS 1;S 94;260;130;Hugh D. Wilson;Total rock:  6%
Banks Peninsula Botanical Survey;94634;JACOBS LADDER, LANDS END;1985;10;24;80;35;21;;;;1;10;NZMS 1;S 94;270;120;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94635;CLIFTON HILL;1985;11;6;185;;;;;;10;10;NZMS 1;S 84;100;510;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94636;OKAINS BAY;1985;11;7;50;290;31;;1;5;;7.5;NZMS 1;S 85;390;350;Hugh D. Wilson;Total rock: 6%
Banks Peninsula Botanical Survey;94637;EAST HEAD, OKAINS BAY;1985;11;8;82;90;24;;;;0;2;NZMS 1;S 85;400;360;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94638;OKAINS BAY;1985;11;8;92;330;11;;;;1;3;NZMS 1;S 85;400;350;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94639;NEAR OKAINS BAY;1985;11;8;85;85;26;;;;1;5;NZMS 1;S 85;410;350;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94640;ABOVE DUCKSFOOT BAY;1985;11;8;153;95;15;;;;1;1;NZMS 1;S 84;410;340;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94641;ABOVE PA ISLAND, OKAINS BAY;1985;11;8;228;10;12;;;;1;3;NZMS 1;S 84;400;340;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94642;OKAINS BAY;1985;11;8;288;270;16;;;;1;3;NZMS 1;S 84;390;340;Hugh D. Wilson;Total rock:  1%
Banks Peninsula Botanical Survey;94643;OKAINS BAY;1985;11;9;148;300;26;;;;1;13;NZMS 1;S 85;380;350;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94644;OKAINS BAY;1985;11;9;215;70;25;;;;1;4;NZMS 1;S 84;380;340;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94645;ABOVE OKAINS BAY;1985;11;9;310;100;27;;;;1;8;NZMS 1;S 85;380;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94646;ABOVE LAVERICKS BAY;1985;11;9;404;40;15;;;;0;1;NZMS 1;S 85;380;320;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94647;ABOVE DUCKSFOOT BAY;1985;11;9;336;115;20;;;;1;5;NZMS 1;S 85;390;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94648;OKAINS BAY;1985;11;10;2;;;;;;0;3.5;NZMS 1;S 85;370;350;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94649;OKAINS BAY;1985;11;10;53;205;30;;;;20;60;NZMS 1;S 84;370;340;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94650;BIG HILL RD, OKAINS BAY;1985;11;10;375;30;;;;;50;;NZMS 1;S 85;370;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94651;ABOVE OKAINS BAY, TRIG K;1985;11;10;512;345;13;;;;0;80;NZMS 1;S 85;370;320;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94652;KNIGHT STREAM BELOW TRIG K (LAVERICK);1985;11;10;442;115;31;;;;7;40;NZMS 1;S 85;360;310;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94653;OKAINS BAY;1985;11;11;2;;;;;;0;6;NZMS 1;S 84;360;340;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94654;PARK HILL, MOTUKARARA;1985;12;7;10;80;8;;;;1;;NZMS 1;S 84;960;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94655;MCQUEENS VALLEY NEAR HUGH;1985;12;8;152;305;19;;;;0;6;NZMS 1;S 84;020;350;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94656;MCQUEENS VALLEY NEAR HUGH;1985;12;8;255;285;15;;;;1;5.5;NZMS 1;S 84;030;350;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94657;NEAR REMARKABLE DYKES;1985;12;8;373;350;26;;5;2;;5;NZMS 1;S 84;040;350;Hugh D. Wilson;Total rock: 6%
Banks Peninsula Botanical Survey;94658;ABOVE MCQUEENS VALLEY;1985;12;8;500;285;18;;;;0;8;NZMS 1;S 84;030;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94660;MCQUEENS VALLEY;1985;12;8;324;230;28;;;;0;5;NZMS 1;S 84;030;340;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94661;MCQUEENS VALLEY;1985;12;9;10;;;;;;0;10;NZMS 1;S 84;990;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94662;GEBBIES VALLEY;1985;12;9;24;215;9;;;;0;2.5;NZMS 1;S 84;980;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94663;NEAR MCQUEENS VALLEY;1985;12;9;10;;;;;;0;;NZMS 1;S 84;980;310;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94664;GEBBIES VALLEY;1985;12;10;10;;;;;;0;4.5;NZMS 1;S 84;980;350;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94665;GEBBIES VALLEY;1985;12;10;110;70;21;;1;;;1;NZMS 1;S 84;980;360;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94666;GEBBIES VALLEY;1985;12;10;227;75;23;;;;4;5;NZMS 1;S 84;990;370;Hugh D. Wilson;Total rock: 2%
Banks Peninsula Botanical Survey;94667;GEBBIES VALLEY;1985;12;10;67;150;16;;;;0;;NZMS 1;S 84;990;360;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94668;GEBBIES VALLEY;1985;12;10;38;290;13;;;;1;4;NZMS 1;S 84;990;350;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94669;MCQUEENS VALLEY;1985;12;10;91;120;11;;;;0;5.5;NZMS 1;S 84;990;340;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94670;GEBBIES VALLEY;1985;12;10;5;;;;;;0;1.5;NZMS 1;S 84;980;340;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94671;GEBBIES VALLEY NEAR BLACK TULIP;1985;12;11;5;;;;;;6;2;NZMS 1;S 84;970;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94672;MCQUEENS VALLEY;1985;12;11;5;;;;;;1;1.5;NZMS 1;S 84;980;320;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94673;GEBBIES VALLEY;1985;12;11;125;345;24;;3;;;5;NZMS 1;S 84;000;360;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94674;MCQUEENS VALLEY;1985;12;11;130;120;25;;;;4;6.5;NZMS 1;S 84;000;350;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94675;MCQUEENS VALLEY;1985;12;11;28;225;8;;;;0;13;NZMS 1;S 84;000;340;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94676;GEBBIES VALLEY, NEAR SHEPPARD;1985;12;12;60;105;23;;;;0;6;NZMS 1;S 84;970;340;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94677;ATAAHUA;1985;12;13;45;165;14;;;;1;4.5;NZMS 1;S 94;990;290;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94678;ATAAHUA;1985;12;13;5;240;6;;;;1;;NZMS 1;S 94;000;290;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94679;ATAAHUA;1985;12;13;45;95;23;;;;2;4.5;NZMS 1;S 94;010;290;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94680;ATAAHUA;1985;12;13;265;275;21;;;;1;4;NZMS 1;S 84;020;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94681;ATAAHUA;1985;12;13;150;265;19;;;;2;4;NZMS 1;S 84;010;300;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94682;ATAAHUA;1985;12;13;98;210;22;;;;2;3;NZMS 1;S 84;000;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94683;ATAAHUA;1985;12;13;98;75;22;;;;1;3.5;NZMS 1;S 84;990;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94684;ATAAHUA;1985;12;13;4;;;;;;30;2;NZMS 1;S 84;980;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94685;MCQUEENS VALLEY;1985;12;14;5;204;14;;;1;;10;NZMS 1;S 84;990;320;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94686;MCQUEENS VALLEY;1985;12;14;42;290;16;;;;1;4.5;NZMS 1;S 84;000;320;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94687;MCQUEENS VALLEY;1985;12;14;360;278;16;;;;1;5;NZMS 1;S 84;010;320;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94688;ATAAHUA;1985;12;14;252;260;;80;15;;;100;NZMS 1;S 84;020;320;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94689;ATAAHUA;1985;12;14;105;109;23;8;12;;;75;NZMS 1;S 84;010;310;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94690;ATAAHUA;1985;12;14;200;179;10;;;;0;4.5;NZMS 1;S 84;000;310;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94691;MCQUEENS VALLEY;1985;12;14;6;285;28;;;;8;3;NZMS 1;S 84;990;310;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94692;MCQUEENS VALLEY;1985;12;15;5;;;;;;0;4.5;NZMS 1;S 84;000;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94693;MCQUEENS VALLEY;1985;12;15;75;315;12;;;;1;;NZMS 1;S 84;010;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94694;MCQUEENS VALLEY;1985;12;15;323;10;;;1;;;240;NZMS 1;S 84;020;330;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94695;ATAAHUA;1985;12;15;535;272;21;;;;0;3.5;NZMS 1;S 84;030;320;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94696;ATAAHUA;1985;12;15;340;270;17;;;;0;160;NZMS 1;S 84;020;310;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94697;LITTLE RIVER;1986;1;1;203;75;28;;;;15;65;NZMS 1;S 94;120;260;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94698;LITTLE RIVER;1986;1;1;260;120;28;;;;0;10;NZMS 1;S 94;110;260;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94699;LITTLE RIVER, HIGH BARE PEAK;1986;1;1;610;130;65;;;;;5;NZMS 1;S 94;110;270;Hugh D. Wilson;Total lichen covered rock: 30%
Banks Peninsula Botanical Survey;94700;WESTERN VALLEY, LITTLE RIVER;1986;1;2;70;300;25;;;;0;2.5;NZMS 1;S 94;140;290;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94701;WESTERN VALLEY, LITTLE RIVER;1986;1;2;300;355;31;;;1;;30;NZMS 1;S 94;130;290;Hugh D. Wilson;Total rock: 5%
Banks Peninsula Botanical Survey;94702;WESTERN VALLEY, LITTLE RIVER;1986;1;2;465;175;26;;;;0;5;NZMS 1;S 94;120;290;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94703;LITTLE RIVER;1986;1;2;590;65;25;;;;0;4;NZMS 1;S 94;110;290;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94704;BETWEEN LITTLE RIVER AND PRICES VALLEY;1986;1;2;620;;;;;;2;4;NZMS 1;S 84;110;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94705;LITTLE RIVER;1986;1;3;115;100;26;;;;1;4;NZMS 1;S 94;130;270;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94706;LITTLE RIVER;1986;1;3;218;175;25;;;;1;25;NZMS 1;S 94;120;270;Hugh D. Wilson;Total rock: 1%
