NONAME,PLOTID,POINTX,POINTY,PANN0080,PSUM0080,PWIN0080,AVTEMP0080,MINTEM0080,MAXTEM0080,GDD,SOLRADR,MOISTR,UR1991_DNS,BLDG_DIST,DIST_HWSLD,DIST_METAL,DIST_PRIV,DIST_SRIV,DEM_10,ASPECT,SLOPE,PH_MID
933,958,2503591,5712823,1204.20996,262.14001,549.70001,12.7756,3.9145,23.5686,2625,0.9488,5449.73318,0,476.71,572.04,1681.18,1681.85,525.52,111,310,15,5.3
934,959,2506333,5712873,1230.68005,263.32999,564.94,12.6155,3.7736,23.4628,2568,0.9088,5839.10392,0,491.33,570.73,680.99,1521.39,113.45,176,355,20,5.3
935,960,2507247,5712889,1265.69995,265.35001,576.08002,12.5713,3.7527,23.4274,2551,0.6117,8849.52,0,644.97,201.71,314.6,1006.45,128.8,101,115,18,5.3
936,961,2508161,5712906,1346.69995,269.45999,594.81,12.3065,3.6537,23.0669,2467,0.8827,6432.07057,0,591.48,69.5,474.19,117.67,280.52,149,35,20,5.3
937,962,2509076,5712922,1464.19995,275.13,619.40002,12.0054,3.5817,22.6138,2372,0.9436,6383.37437,0,1015.12,548.4,53.15,704.28,91.14,94,273,30,5.3
938,963,2509990,5712939,1527.5,278.17001,632.34998,11.7388,3.4777,22.2423,2289,0.532,11763.62427,0,1720.96,851.03,700.58,1583.61,168.29,210,200,29,5.3
939,964,2510904,5712955,1658.26001,284.57999,658.95001,10.9617,3.1171,21.2041,2050,0.4518,15234.25519,0,1968.46,705.85,1525.65,1744.7,48.67,354,150,45,5.3
940,965,2511818,5712972,1794.65002,291.78,686.88,10.11,2.7093,20.0762,1789,0.6047,12643.74285,0,1461.68,96.41,1016.69,1706.93,249.39,686,265,21,6.1
941,966,2512732,5712988,1933,298.89001,715.34003,10.2816,2.9524,20.1781,1836,0.4664,16808.45007,0,553.34,966.53,689.07,1986.05,62.59,444,165,19,5.6
942,967,2513646,5713005,1950.47998,301.54001,705.10999,11.0028,3.5746,20.9124,2049,0.4963,14979.3366,0,322.97,1773.17,422.45,1484.32,18.65,282,100,0,5.6
943,968,2514561,5713021,1876.03003,297.98001,671.52002,11.3428,3.9198,21.2216,2147,0.8703,8104.57496,0,1218.42,2622.8,157.96,1459.92,315.9,299,330,18,5.3
944,969,2515475,5713038,1831.85999,295.06,655.70001,11.425,4.0347,21.272,2169,0.907,7593.18005,0,1379.94,3007.39,200.78,1548.52,563.96,378,290,29,6.1
945,970,2516389,5713054,1745.84998,289.32999,625.59998,11.4029,4.1409,21.1526,2158,0.5347,12448.61796,0,896.41,3144.28,539.27,1874.18,147.67,429,110,5,5.3
946,971,2517303,5713071,1662.32996,283,596.46002,11.6448,4.4077,21.3554,2227,0.5041,12508.60487,0,1097.51,3510.28,791.53,1671.55,205.44,343,145,10,5.3
947,972,2518217,5713087,1583.32996,276.13,568.94,12.0229,4.751,21.7289,2338,0.9376,6310.04915,0,1770.08,3846.45,1216,1192.27,22.42,256,70,18,5.3
948,973,2485323,5711579,847.81,207.99001,368.10001,12.53,3.7056,23.3593,2582,0.8116,4730.06252,0,2180.58,287.03,373.15,801.82,492.36,78,240,15,5.6
949,974,2486238,5711596,900.51001,218.52,386.73001,12.2431,3.5401,22.991,2495,0.8666,4796.07284,0,1842.71,1059.35,894.99,1123.65,645.75,151,240,21,5.6
950,975,2487152,5711612,954.14001,228.52,406.14999,12.1993,3.5281,22.9164,2481,0.7782,5672.62534,0,1900.3,652.19,1435.95,1538.86,194.11,36,277,23,6.1
951,976,2488066,5711629,1010.42999,238.25,427.14001,12.4517,3.7035,23.1992,2556,0.5631,8153.89136,0,2215.76,118.87,1848.02,1893.36,881.81,60,125,31,6.1
952,977,2490809,5711678,1153.18994,258.10999,485.16,12.5107,3.7677,23.2304,2571,0.8568,6046.12888,0,1907.57,1229.84,1512.7,1750.78,439.21,24,330,26,5.6
953,978,2491723,5711695,1214.46997,265.41,511.38,12.0168,3.4593,22.6267,2421,0.7432,7556.767,0,2493.84,1224.87,1615.13,1583.39,319.22,135,295,20,6.1
954,979,2492637,5711711,1270.96997,271.20001,536.72998,11.4317,3.0905,21.916,2243,0.8903,6845.81693,0,2472.83,392.14,1639.55,1903.55,157.08,197,280,28,6.1
955,980,2493551,5711727,1310.51001,273.51999,556.95001,11.5298,3.1563,22.0272,2271,0.7654,8117.73927,0,1768.53,189.13,1532.32,1609.77,117.9,155,50,32,6.1
956,981,2494465,5711744,1322.46997,273.70001,564.22998,11.4458,3.1034,21.9242,2245,0.7524,8367.43919,0,1345.05,661.57,1258.63,1523.84,17.86,196,225,41,6.1
957,982,2495379,5711760,1330.58997,273.54999,571.98999,10.7413,2.6535,21.0768,2031,0.7593,8761.54929,0,1442.71,1539.81,1023.79,1648.46,97.12,370,260,31,6.1
958,983,2496294,5711777,1320.02002,272.42001,571.95001,10.4177,2.4449,20.6887,1931,0.7593,8900.07061,0,1979.19,1619.73,699.44,1737.97,67.72,344,300,35,6.1
959,984,2497208,5711793,1300.89001,270.60001,568.45001,10.0612,2.2134,20.264,1822,0.6523,10494.93625,0,2724.26,1781.84,14.36,2129.54,193.33,420,225,46,6.1
960,985,2498122,5711810,1279.33997,268.51001,563.98999,9.5233,1.8642,19.6247,1658,0.9766,7199.93271,0,3275.35,1747.47,511.25,2706.7,18.51,561,330,28,6.1
961,986,2499036,5711826,1258.72998,266.51001,559.82001,9.9978,2.1592,20.2026,1799,0.3453,19288.7572,0,2426.07,1861.58,776.61,2419.36,263.6,659,95,20,5.6
962,987,2499950,5711843,1250.30005,265.85999,558.32001,10.6272,2.5563,20.9632,1987,0.7057,8933.17662,0,1645.63,1682.44,748.18,1505.54,321.8,416,60,25,6.1
963,988,2500865,5711859,1236.08997,264.81,556.28003,11.6677,3.2095,22.2257,2298,0.7402,7813.19596,0,1094.94,1093.44,92.81,591.14,38.94,183,130,10,5.3
964,989,2501779,5711876,1223.26001,263.42001,555.02002,12.0494,3.4398,22.7024,2410,0.4513,12358.97473,0,739.62,791.78,729.64,231.38,177.21,193,180,27,6.1
965,990,2502693,5711892,1215.93005,262.51999,555.82001,12.2603,3.5584,22.9796,2471,0.9676,5652.78929,0,588.89,271.71,814.96,1129.23,163.72,190,355,0,5.3
966,991,2506350,5711958,1230.57996,262.44,574.15997,12.9233,3.9038,23.9088,2659,0.5228,10115.4506,0,1046.78,842.15,1409.98,1075.43,888.9,31,225,23,5.3
967,992,2508178,5711991,1325.56995,267.45001,599.56,12.3949,3.6227,23.2664,2492,0.6747,8410.07605,75,143.04,179.35,256.45,113.65,977.35,55,175,0,5.3
968,993,2509092,5712008,1458.34998,274.31,622.34003,12.0002,3.5415,22.6467,2370,0.472,12803.63393,0,653.89,340.95,543.33,502.1,751.3,169,140,16,5.3
969,994,2510006,5712024,1588.52002,280.60001,648.39001,11.2239,3.1854,21.6043,2131,0.9229,7190.55842,0,806.41,26.26,936.74,908.15,417.35,366,340,15,5.3
970,995,2510920,5712041,1654.42004,283.87,661.57001,10.8091,2.99,21.0515,2004,0.896,7783.39614,0,1245.83,277.88,791.6,1660.64,23.73,402,320,20,6.1
971,996,2511835,5712058,1788.30005,291,688.48999,10.0797,2.6615,20.0682,1780,0.7912,9688.73083,0,1653.95,189.24,257.39,2217.43,14.07,564,290,28,6.1
972,997,2512749,5712074,1913.01001,297.51999,712.88,10.3151,2.9455,20.2455,1846,0.6169,12617.50651,0,936.89,666.89,43.17,1490.57,463.39,655,175,25,5.6
973,998,2513663,5712091,1947.89001,299.42999,711.41998,11.0857,3.5678,21.0675,2074,0.5225,14128.98249,0,788.39,1555.38,434.08,693.26,64.98,331,160,28,6.1
974,999,2514577,5712107,1881.09998,296.13,681.62,11.5955,4.0195,21.58,2223,0.5939,11670.39792,0,1419.71,2115.6,696.53,599.65,395.93,324,180,25,6.1
975,1000,2515491,5712124,1840.18994,293.48999,665.66998,11.6723,4.1297,21.6242,2244,0.5101,13286.99493,0,1997.45,2864.7,1066.62,695.04,35.37,221,100,23,5.6
976,1001,2516405,5712140,1759.41003,288.16,635.77002,11.7349,4.2869,21.6072,2259,0.5329,12237.83852,0,1374.64,3688.59,1229.88,971.96,95.45,364,180,27,6.1
977,1002,2517320,5712157,1678.42004,281.70001,606.90002,11.812,4.4453,21.6136,2279,0.7167,8721.06606,0,1195.51,4325.03,1222.61,960.71,214.55,317,45,5,5.3
978,1003,2518234,5712173,1599.06995,274.19,579.10999,12.1848,4.7826,21.9815,2388,0.8519,6874.27206,0,1584.43,4741.03,1720.91,978.86,263.93,215,350,22,5.3
979,1004,2519148,5712190,1548.45996,272.32001,559.84998,12.9377,5.3513,22.8133,2612,0.9026,6052.58638,0,2291.04,4991.99,2397.67,1604.06,203.45,0,340,32,5.2
980,1005,2485340,5710665,796.21997,199.00999,347.32001,12.6241,3.7462,23.4934,2608,0.7441,4875.62521,0,1444.42,44.6,1117.03,1714.89,1364.33,10,0,0,6.5
981,1006,2486254,5710681,846.69,209.69,364.60999,12.4743,3.6673,23.2909,2563,0.5774,6750.11448,0,958.13,243.77,1003.79,1909.51,1017.8,0,0,0,6.5
982,1007,2487168,5710698,897.75,219.82001,382.57001,12.5783,3.7487,23.3948,2593,0.8355,4911.51549,0,1065.53,173.14,984.02,2373.26,842.44,0,0,0,6.5
983,1008,2488083,5710714,951.34998,229.63,402.16,12.5223,3.7261,23.3092,2575,0.8475,5143.93313,0,1582.84,484.22,1009.87,2723.85,1218.52,0,0,0,6.5
984,1009,2489911,5710747,1031.67004,241.91,434.17999,11.4128,3.0335,21.9552,2239,0.9385,5410.04672,0,738.62,1591.39,628.31,3002.54,682.35,329,325,75,6.1
985,1010,2490825,5710764,1092.81995,250.42999,459.54001,11.1423,2.8691,21.618,2156,0.6442,8475.44113,0,1205.31,1981.95,603.06,2604.6,107.47,209,205,50,6.1
986,1011,2491739,5710780,1153.75,258.09,485.89999,10.5949,2.526,20.9512,1990,0.7592,7867.58746,0,2003.32,1164.56,779,2495.79,58.52,289,275,16,6.1
987,1012,2492653,5710797,1208.40002,264.16,510.82999,10.0677,2.1938,20.3111,1830,0.8704,7448.55585,0,2870.81,253.38,738.23,2507.13,291.22,522,290,30,6.1
988,1013,2493568,5710813,1249.41003,267.82999,531.38,10.2876,2.3369,20.5692,1895,0.8208,7992.37768,0,2524.82,281.45,656.61,1916.74,158.38,358,350,12,6.1
989,1014,2494482,5710830,1262.06006,268.45001,538.95001,10.0869,2.2092,20.3267,1833,0.8657,7759.56138,0,2248.24,878.38,344.7,1655.44,348.68,522,35,0,5.6
990,1015,2495396,5710846,1276.91003,269.14001,549.72998,9.6315,1.918,19.779,1694,0.8759,8025.18103,0,2313.18,1718.06,164.01,1864.17,76.93,655,285,32,5.6
991,1016,2496310,5710863,1277.44995,268.75,554.71997,9.5306,1.8513,19.659,1662,0.907,7805.70162,0,2681.77,2520.79,99.37,2200.83,161.15,692,300,28,5.6
992,1017,2497224,5710879,1271.28003,268.23999,556.67999,9.7788,2.0056,19.9605,1735,0.6301,10951.2259,0,3271.17,2694.74,30.41,1806.7,258.59,643,0,0,5.6
993,1018,2498139,5710896,1263.78003,268.07999,557.70001,10.1587,2.242,20.423,1847,0.5826,11427.42227,0,3104.1,2656.34,22.14,1813.37,118.32,602,122,28,5.6
994,1019,2499053,5710912,1252.34998,267.03,557.46002,10.2564,2.2962,20.5503,1874,0.7495,8739.78682,0,2191.22,2265.71,80.72,2231.43,176.94,633,235,22,5.6
995,1020,2499967,5710929,1246.5,266.39999,557.31,10.8859,2.6932,21.3115,2063,0.747,8324.36186,0,1280.24,1352.77,205.92,1528.77,28.44,289,120,25,6.1
996,1021,2500881,5710945,1236.10999,265.14001,557.52002,11.9848,3.3835,22.6451,2391,0.8461,6745.51481,0,384.29,444.66,189.13,646.3,29.63,112,130,16,5.3
997,1022,2501795,5710962,1227.52002,263.67999,558.53003,12.5204,3.7121,23.3073,2550,0.6483,8441.32301,114,342.48,398.33,356.65,215.56,19.33,61,150,10,5.3
998,1023,2502709,5710978,1224.54004,262.81,561.53003,12.7739,3.8583,23.6357,2624,0.5197,10341.16174,114,139.46,198.54,23.25,993.69,154.81,103,165,33,5.3
999,1024,2507280,5711061,1257.07996,262.76999,588.14001,12.7945,3.7931,23.8096,2616,0.803,6745.26298,60,0,5.11,614.45,366.4,142.01,12,270,21,5.3
1000,1025,2508194,5711077,1336.21997,267.35001,605.09003,12.319,3.5667,23.1861,2469,0.7284,7896.95859,0,163.07,145.27,456.17,114.02,181.12,87,285,10,5.3
1001,1026,2509109,5711094,1456.06006,273.54999,628.23999,11.8135,3.3801,22.469,2312,0.8788,7030.53305,0,445.06,186.59,313.61,351.28,389.29,189,345,11,5.3
1002,1027,2510023,5711110,1576.77002,279.64001,651.16998,10.9419,2.9626,21.311,2046,0.8269,8227.19539,0,49.09,145.19,656.52,643.67,146.9,268,255,12,5.3
1003,1028,2510937,5711127,1636.35999,282.73999,662.40997,10.4423,2.7125,20.6561,1893,0.8258,8693.97642,0,921.73,575.73,234.43,1532.1,272.7,598,245,30,6.1
1004,1029,2511851,5711143,1750.83997,289.16,683.63,10.1479,2.6593,20.195,1800,0.5885,12873.89706,0,1835.14,303.52,442.02,1358.6,445.31,514,235,27,6.1
1005,1030,2512765,5711160,1839.02002,293.89999,697.57001,10.5583,3.0524,20.5828,1919,0.8428,8893.86547,0,1741.95,312.94,548.08,1261.96,318.27,485,25,25,6.1
1006,1031,2513679,5711176,1868.63,295.10001,695.17999,11.09,3.5194,21.1191,2075,0.9388,7686.60695,0,1667.22,828.02,309.21,656.69,131.31,265,290,28,6.1
1007,1032,2514594,5711193,1838.35999,292.85999,676.63,11.6844,4.0218,21.7345,2250,0.8352,8134.37122,0,2048.28,1657.2,227.48,279.01,150.2,186,260,17,5.6
1008,1033,2515508,5711209,1780.85999,288.92001,651.90997,12.2142,4.4772,22.2768,2406,0.7838,8136.27343,0,1627.83,2544.8,224.22,25.77,20.6,56,150,7,5.6
1009,1034,2516422,5711226,1746.35999,286.07999,638.5,12.4123,4.6598,22.4698,2464,0.637,9716.82059,0,742.94,3446.46,350.4,143.51,78.94,26,140,12,5.6
1010,1035,2517336,5711242,1676.72998,280.28,612.31,12.8288,5.0317,22.8845,2586,0.6662,8740.88915,0,307.04,4353.21,436.55,91.09,329.93,16,195,25,5.6
1011,1036,2486271,5709767,802.32001,203.5,345.14001,12.6531,3.763,23.5256,2614,0.9595,3857.48285,39,156.03,189.35,239.61,2760.97,738.07,7,0,0,6.5
1012,1037,2487185,5709784,848.72998,213.45,360.79001,12.5548,3.7144,23.3882,2584,0.8252,4777.10627,0,559.98,727.81,263.9,3155.71,392.54,35,260,41,6.1
1013,1038,2488099,5709800,899.26001,223.55,378.5,12.27,3.5449,23.0293,2497,0.857,4963.69457,0,1304.49,1291.78,224.08,3572.28,440.13,74,300,26,5.2
1014,1039,2489013,5709817,953.21997,233.05,398.88,11.751,3.224,22.3918,2340,0.5499,8473.58439,0,390.34,1775.41,93.14,3936.15,71.15,181,282,25,5.2
1015,1040,2489927,5709833,977.56,236.45,409.20001,11.4939,3.0644,22.0766,2262,0.4771,10174.31218,0,140.59,2382.12,200.31,3795.67,69.02,256,135,28,5.6
1016,1041,2490842,5709850,1036.67004,244.71001,434.28,11.016,2.767,21.4918,2116,0.6261,8461.65487,0,952.58,2199.61,305.55,3136.28,232.9,406,135,20,5.6
1017,1042,2491756,5709866,1093.47998,251.53,460.01001,10.4258,2.3961,20.7745,1937,0.4971,11673.58192,0,1861.46,1331.59,84.64,2488.86,214.04,559,115,8,5.6
1018,1043,2492670,5709883,1145.72998,257.31,484.67999,10.1265,2.2092,20.4084,1846,0.6631,9327.86854,0,2049.18,585.67,61.13,1882.67,241.13,620,135,10,5.6
1019,1044,2493584,5709899,1187.51001,261.45999,505.82999,10.309,2.3282,20.6224,1899,0.4445,14145.38562,0,1951.58,214.97,211.11,1219.19,47.99,554,140,18,5.6
1020,1045,2494498,5709916,1203.25,262.84,514.53998,10.5379,2.4749,20.8953,1967,0.7243,8624.67312,0,2256.85,850.55,487.92,742.44,77.52,460,160,0,6.1
1021,1046,2495412,5709932,1225.88,264.81,528.44,10.3847,2.3767,20.7107,1919,0.6309,10172.01556,0,2833.76,1752.81,313.14,1133.96,55.95,463,280,24,6.1
1022,1047,2496327,5709949,1239.37,266.32001,538.40002,10.2996,2.3201,20.6103,1892,0.7351,8865.65136,0,3484.39,2664.13,573.41,1555.87,17.06,510,140,21,5.6
1023,1048,2497241,5709965,1245.52002,267.34,545.26001,10.8608,2.6745,21.2876,2059,0.7208,8699.80462,0,3956.18,3576.45,853.11,938.43,310.23,531,140,0,5.6
1024,1049,2498155,5709982,1244.97998,267.44,549.58002,10.9755,2.7418,21.4323,2091,0.5179,11995.60509,0,3196.95,3283.84,260.45,959.61,84.98,355,167,8,5.3
1025,1050,2499069,5709998,1240.66003,266.82999,552.53003,10.304,2.3055,20.6374,1887,0.9168,7103.72436,0,2320.88,2410.12,22.11,1616.12,219.27,561,331,6,6.1
1026,1051,2499983,5710015,1243.02002,266.51001,555.90997,10.83,2.6462,21.2605,2045,0.6328,9877.75669,0,1490.26,1582.08,349.42,1608.89,156.63,328,85,30,6.1
1027,1052,2500898,5710031,1235.06995,265.25,557.33002,11.791,3.249,22.4287,2332,0.9603,6040.77959,0,666.63,785.97,152.63,818.06,21.91,184,340,3,5.3
1028,1053,2501812,5710048,1228.68005,263.76001,559.42999,12.4647,3.6665,23.256,2532,0.9356,5897.84076,114,143.24,224.52,701.95,268.79,6.33,49,340,24,5.3
1029,1054,2506383,5710130,1281.09998,265.04999,593.72998,12.7237,3.772,23.6877,2597,0.827,6779.91794,0,7.77,15.23,267.6,1658.85,464.51,73,325,12,5.3
1030,1055,2507297,5710147,1315.42004,265.98999,604.65002,12.2463,3.4828,23.1199,2449,0.8113,7193.23463,129,182.59,182.29,167.42,1115.61,118.34,96,275,11,5.3
1031,1056,2508211,5710163,1378.43005,269.5,617.94,11.812,3.2706,22.556,2315,0.9318,6573.80455,0,648.09,492.74,768.03,554.74,159.3,219,295,15,5.3
1032,1057,2509125,5710180,1467.22998,274.42001,634.21002,11.1439,2.9516,21.6707,2110,0.5343,12311.81799,0,952.14,257.42,309.99,378.34,67.51,251,180,34,5.3
1033,1058,2510039,5710196,1564.69995,279.66,651.38,10.154,2.4435,20.3837,1807,0.9255,7844.29148,0,926.27,1053.47,701.09,1264.43,183.92,490,335,19,6.1
1034,1059,2510953,5710213,1612.92004,282.26001,659.63,9.9614,2.3838,20.1019,1747,0.8004,9314.64497,0,1334.3,1418.14,1.87,1541.8,100.42,510,30,8,6.1
1035,1060,2511868,5710229,1702.81006,287.44,674.23999,10.7961,3.0425,21.002,1995,0.7094,10059.84808,0,2074.18,882.64,906.22,670.03,10.92,345,55,12,6.1
1036,1061,2512782,5710246,1767.62,290.76999,681.95001,11.3599,3.5278,21.5776,2160,0.7389,9378.65938,0,2619.39,481.53,490.37,442.37,196.62,381,150,22,5.6
1037,1062,2513696,5710262,1791.90002,291.01999,678.64001,11.1909,3.5424,21.2766,2106,0.5236,13364.69808,0,2570.66,792.16,277.65,1116.6,22.64,338,195,21,5.6
1038,1063,2514610,5710279,1777.93994,288.94,665.27002,10.8512,3.4437,20.7746,2000,0.7987,8853.8183,0,2590.59,1638.62,350.49,1193.1,284.95,550,70,9,5.6
1039,1064,2515524,5710295,1739.04004,285.41,645.90997,11.5132,3.9791,21.4782,2195,0.7253,9081.81271,0,1713.54,2532.74,450.09,822.53,13.29,300,115,25,5.6
1040,1065,2516438,5710312,1712.23999,282.76001,634.58002,11.9765,4.3289,21.9902,2333,0.3383,18572.59164,0,911.81,3437.3,518.24,744.32,151,223,160,0,5.6
1041,1066,2517353,5710328,1655.31995,277.41,611.72998,12.2654,4.6161,22.2539,2417,0.9554,6255.49839,0,524.92,4346.96,587.66,807,267.72,213,5,13,5.6
1042,1067,2518267,5710345,1615.15002,276.48001,594.32001,12.5954,4.9214,22.5727,2514,0.7964,7223.85472,0,1139.98,5257.45,1263.91,994.58,351.2,81,340,27,5.6
1043,1069,2488115,5708886,875.02002,224.95,362.31,12.6126,3.7461,23.4601,2598,0.5699,7217.74561,0,1525.25,1595.15,689.35,4409.99,121.7,44,200,23,5.6
1044,1070,2489030,5708903,909.15002,230.64,376,12.2788,3.543,23.0454,2496,0.5826,7484.78557,0,972.35,2503.81,1006.41,4327.3,127.66,123,100,32,5.6
1045,1071,2489944,5708919,929.42999,233.23,385.14999,12.1593,3.4712,22.8958,2460,0.6084,7365.55109,0,945.06,3068.77,1075.93,3473.34,189.92,162,195,0,5.6
1046,1072,2490858,5708935,983.59003,240.03999,409.69,11.6067,3.1259,22.2221,2292,0.9242,5288.85501,0,1416.25,2575.39,843.01,2635.31,312.47,288,285,20,5.6
1047,1073,2491772,5708952,1040.18005,246.55,436.31,11.2178,2.8833,21.7467,2174,0.7865,6699.0934,0,1859.58,1875.77,566.89,1852.78,155.55,368,290,24,5.6
1048,1074,2492686,5708968,1092.12,252.22,461.57001,11.2259,2.8927,21.7498,2175,0.8024,6838.88325,0,1218.85,1387.83,198.63,1207.98,259.92,349,55,25,5.6
1049,1075,2493601,5708985,1132.69995,256.01999,482.91,11.196,2.8761,21.7095,2164,0.6768,8374.29362,0,1051,1114.26,1003.58,600.46,35.23,415,140,20,5.6
1050,1076,2494515,5709001,1189.68994,261.45001,511.14999,10.7376,2.5928,21.1465,2025,0.8126,7507.62709,0,1541.53,1385.99,649.79,21.72,64.76,226,105,47,5.6
1051,1077,2495429,5709018,1202.17004,262.79999,518.46002,10.4619,2.4164,20.8159,1941,0.8197,7665.86062,0,2298.82,2066.28,87.8,874.68,165.18,651,240,14,5.6
1052,1078,2496343,5709034,1219.96997,264.88,530.15997,10.6951,2.5633,21.0972,2010,0.5995,10425.74997,0,3018.48,2879.51,834.4,1054.72,14.78,413,205,31,5.6
1053,1079,2497257,5709051,1230.17004,266.29001,538.72998,11.2033,2.8841,21.7109,2161,0.6021,10068.71333,0,3246.58,3739.36,712.02,291.05,79.09,235,45,18,5.3
1054,1080,2498171,5709067,1232.80005,266.53,544.51001,10.8458,2.6504,21.2893,2051,0.8416,7404.59837,0,3529.08,3523.51,108.36,474.16,202.84,305,330,14,5.6
1055,1081,2499086,5709084,1232.41003,266.29999,549.06,9.8985,2.0387,20.1632,1764,0.9281,7218.37395,0,2707.58,2730.77,225.9,1385.08,34.58,529,295,30,5.6
1056,1082,2500000,5709100,1230.42004,265.54999,553.03003,10.8444,2.6342,21.3105,2046,0.6675,9319.88451,0,1951.16,1913.74,518.15,2111.39,108.49,497,110,25,6.1
1057,1083,2500914,5709117,1229.59998,265.07999,555.07001,11.4311,3.0041,22.0216,2222,0.6401,9309.26482,0,1190.24,1000.1,518.44,1509.86,180.19,222,80,38,6.1
1058,1084,2501828,5709133,1230.72998,264.35001,560,12.3439,3.577,23.1335,2494,0.8729,6420.72236,0,281,97.1,16.53,1125.03,133.88,74,320,11,5.3
1059,1085,2506399,5709216,1324.65002,268.97,606.15002,12.0411,3.3635,22.8496,2390,0.8765,6955.01316,0,835.16,399.29,480.89,2358.59,168.6,243,310,14,5.3
1060,1086,2507313,5709232,1365.30005,270.81,617.71997,11.5074,3.0523,22.199,2225,0.9028,7097.08362,0,966.71,307.72,777.91,1841.89,107.47,209,25,22,5.3
1061,1087,2508227,5709249,1414.94995,273.01999,627.54999,10.9507,2.7576,21.4911,2054,0.8089,8307.71367,0,1470.07,453.39,477.3,1226.11,7.94,317,285,23,5.3
1062,1088,2509142,5709265,1480.31006,276.72,638.40002,10.079,2.2909,20.3775,1788,0.9468,7662.99241,0,1810.89,345.22,2.04,1135.07,98.39,420,45,10,6.1
1063,1089,2510056,5709282,1553.83997,280.88,649.82001,9.7448,2.1837,19.893,1684,0.9572,7878.80833,0,1839.31,532.85,811.47,1656.41,251.72,686,270,17,6.1
1064,1090,2510970,5709298,1590.44995,282.89001,655.20001,9.7531,2.2453,19.858,1684,0.5286,14343.31797,0,2083.35,1256.3,657.19,1617.27,138.82,671,200,35,5.6
1065,1091,2511884,5709315,1657.22998,286.44,664,10.2737,2.6929,20.3901,1837,0.8754,8396.59933,0,2627.61,1712.27,1183.4,770.56,197.03,498,40,33,6.1
1066,1092,2512798,5709332,1703.58997,288.03,667.15997,11.6164,3.6667,21.9069,2238,0.8684,7686.16923,0,3330.46,1361.01,894.21,10.78,26.64,138,90,6,5.6
1067,1093,2513712,5709348,1721.54004,287.12,662.70001,12.0833,4.0804,22.3738,2375,0.6063,10583.40872,0,3463.55,1496.46,412.51,387.99,312.85,245,200,25,5.6
1068,1094,2514627,5709365,1714.46997,284.82001,651.81,11.7909,4.006,21.9326,2283,0.6359,10149.06195,0,2936.99,2073.25,2.43,1019.1,162.56,310,186,40,5.2
1069,1095,2515541,5709381,1687.53003,281.37,636.10999,11.837,4.1432,21.9009,2294,0.6681,9433.7461,0,2202.92,2833.7,375.67,1662.54,89.32,298,155,25,5.6
1070,1096,2516455,5709398,1666.71997,278.76999,626.52002,12.0454,4.3281,22.1089,2355,0.5693,10764.57147,0,1624.91,3664.71,23.09,1657.84,116.96,266,115,9,5.2
1071,1097,2517369,5709414,1620.57996,273.56,606.70001,12.5039,4.7197,22.5781,2490,0.9294,6215.25157,0,1429.79,4528.17,426.56,1715.53,143.26,46,15,16,5.6
1072,1099,2489046,5707988,880.28003,232.61,356.76999,12.717,3.8075,23.5888,2627,0.8215,5084.25652,0,1824.66,2745.24,868.71,3877.47,274.85,23,285,21,5.6
1073,1100,2489960,5708005,905.23999,231.75,372.91,12.3597,3.591,23.1455,2519,0.688,6314.44023,0,1808.44,3595.45,333.41,3080.17,172.71,114,150,25,5.6
1074,1101,2490875,5708021,959.64001,238.17,398.38,11.7857,3.2319,22.4464,2345,0.6218,7627.93539,0,2184.89,3167.98,57.18,2300.88,108,170,340,26,5.2
1075,1102,2491789,5708038,1018.17999,244.89999,426.16,11.4708,3.0368,22.0602,2249,0.6369,7999,0,1451.04,2619.26,204.68,1437.07,185.43,358,195,13,5.2
1076,1103,2492703,5708054,1069.15002,250.25999,451.47,11.6326,3.1444,22.2477,2296,0.6724,7800.91609,0,582.25,2256.03,616.55,591.65,108.38,220,250,37,5.6
1077,1104,2493617,5708071,1108.48999,253.71001,472.70001,11.2949,2.9313,21.8385,2193,0.8955,6177.15357,0,254.99,2026.92,226.05,60.58,54.11,100,290,18,5.6
1078,1105,2494531,5708087,1140.18005,256.51999,490.73001,10.691,2.5467,21.1125,2009,0.9298,6362.0831,0,1140.09,2188.1,258.17,463.68,88.22,457,275,24,5.6
1079,1106,2495445,5708104,1154.33997,258.01001,498.85001,10.5851,2.479,20.9853,1977,0.5416,11123.18635,0,2050.75,2671.05,135.1,1244.08,153.71,499,220,13,5.6
1080,1107,2496360,5708120,1176.55005,260.41,512.58002,11.2427,2.8977,21.7754,2173,0.7051,8268.12364,0,2113.87,3340.95,596.16,463.56,323.25,209,120,26,5.6
1081,1108,2497274,5708137,1192.68994,262.29999,523.71002,11.3424,2.9586,21.8989,2201,0.7737,7567.23016,0,2424.37,4105.27,10.56,194.47,149.17,188,185,8,5.3
1082,1109,2498188,5708153,1203.68994,263.57999,532.71002,10.152,2.1945,20.4778,1840,0.6604,9767.01811,0,2990,3228.76,483.68,928.32,141.71,459,290,28,5.6
1083,1110,2499102,5708170,1211.15002,264.26999,540.27002,9.6719,1.8829,19.9105,1694,0.4228,15937.72805,0,3170.6,2339.1,89.15,1701.07,202.3,767,158,15,5.6
1084,1111,2500016,5708186,1215.56006,264.13,546.71997,10.5491,2.4369,20.9736,1955,0.8259,7640.60627,0,2317.83,1479.21,671.63,2501.55,98.66,409,330,26,6.1
