SBS_name,SBS_number,general_method,single_value_[m],sample_size,valid,reference,mean_CH_[m],maximum_CH_[m],minimum_CH_[m],number_of_replicates,standard_deviation,standard_error,collection_date,original_reference,country,external_support_structure
Carex_muricata_subsp._lamprocarpa,36969,derivation from photos or drawings,0.275,,1,BIOPOP April 2005,,0.4,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_scandinavica,37016,derivation from photos or drawings,0.125,,1,BIOPOP April 2005,,0.2,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Scirpus_maritimus,37054,derivation from photos or drawings,0.65,,1,BIOPOP April 2005,,1,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Scirpus_mucronatus,37055,derivation from photos or drawings,0.75,,1,BIOPOP April 2005,,1,0.5,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Scirpus_radicans,37062,derivation from photos or drawings,0.7,,1,BIOPOP April 2005,,1,0.4,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Scirpus_setaceus,37063,derivation from photos or drawings,0.06,,1,BIOPOP April 2005,,0.1,0.02,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Scirpus_supinus,37065,derivation from photos or drawings,0.1,,1,BIOPOP April 2005,,0.15,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Scirpus_sylvaticus,37067,derivation from photos or drawings,0.775,,1,BIOPOP April 2005,,0.95,0.6,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Eleocharis_multicaulis,37116,derivation from photos or drawings,0.3,,1,BIOPOP April 2005,,0.45,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Eleocharis_ovata,37118,derivation from photos or drawings,0.175,,1,BIOPOP April 2005,,0.3,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Eleocharis_palustris,37120,derivation from photos or drawings,0.525,,1,BIOPOP April 2005,,1,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Eleocharis_uniglumis,37127,derivation from photos or drawings,0.225,,1,BIOPOP April 2005,,0.4,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Eriophorum_scheuchzeri,37141,derivation from photos or drawings,0.175,,1,BIOPOP April 2005,,0.25,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Kobresia_myosuroides,37150,derivation from photos or drawings,0.2,,1,BIOPOP April 2005,,0.3,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Kobresia_simpliciuscula,37154,derivation from photos or drawings,0.09,,1,BIOPOP April 2005,,0.15,0.03,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Rhynchospora_alba,37156,derivation from photos or drawings,0.25,,1,BIOPOP April 2005,,0.35,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_supina,37169,derivation from photos or drawings,0.065,,1,BIOPOP April 2005,,0.1,0.03,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_tomentosa,37173,derivation from photos or drawings,0.375,,1,BIOPOP April 2005,,0.6,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_trinervis,37174,derivation from photos or drawings,0.25,,1,BIOPOP April 2005,,0.3,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_vesicaria,37183,derivation from photos or drawings,0.55,,1,BIOPOP April 2005,,0.8,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Cyperus_longus,37214,derivation from photos or drawings,0.85,,1,BIOPOP April 2005,,1.2,0.5,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Cyperus_longus,37214,laboratory/greenhouse/garden experiment,0.27,7,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.26,0.32,0.16,,,,,,GERMANY,no
Carex_muricata,37224,derivation from photos or drawings,0.275,,1,BIOPOP April 2005,,0.4,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_nigra,37228,derivation from photos or drawings,0.15,,1,BIOPOP April 2005,,0.25,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_nigra,37228,actual measurement (following LEDA data standards),0.07,1,-2,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.07,0.07,0.07,,,,,,NORWAY,unknown
Carex_norvegica,37233,actual measurement (following LEDA data standards),0.05,8,-2,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.06,0.12,0.04,,,,,,NORWAY,unknown
Carex_ovalis,37242,derivation from photos or drawings,0.2,,1,BIOPOP April 2005,,0.3,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_ovalis,37242,derivation from photos or drawings,0.27,,1,BIOPOP April 2005,,0.4,0.14,,,,,"Aichele, D. (1988): Unsere Gr‰ser: S¸ssgr‰ser, Sauergr‰ser, Binsen",GERMANY,unknown
Carex_pallescens,37247,derivation from photos or drawings,0.325,,1,BIOPOP April 2005,,0.45,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_panicea,37248,derivation from photos or drawings,0.15,,1,BIOPOP April 2005,,0.25,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_paniculata,37249,derivation from photos or drawings,0.525,,1,BIOPOP April 2005,,0.75,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_pauciflora,37251,derivation from photos or drawings,0.065,,1,BIOPOP April 2005,,0.1,0.03,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_pendula,37253,derivation from photos or drawings,0.5,,1,BIOPOP April 2005,,0.75,0.25,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_pilosa,37256,derivation from photos or drawings,0.45,,1,BIOPOP April 2005,,0.6,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_pseudocyperus,37263,derivation from photos or drawings,0.35,,1,BIOPOP April 2005,,0.5,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_riparia,37273,derivation from photos or drawings,1.05,,1,BIOPOP April 2005,,1.5,0.6,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_rostrata,37274,derivation from photos or drawings,0.5,,1,BIOPOP April 2005,,0.7,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_rupestris,37277,derivation from photos or drawings,0.075,,1,BIOPOP April 2005,,0.12,0.03,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_sempervirens,37283,derivation from photos or drawings,0.15,,1,BIOPOP April 2005,,0.2,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_spicata,37285,derivation from photos or drawings,0.275,,1,BIOPOP April 2005,,0.4,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_hallerana,37290,field experiment,0.056,30,1,"Lavergne, SÈbastian(2003): Do rock endemic and widespread plant species differ under the Leaf-Height-Seed...",0.056,,,1,,,00:00.0,"Lavergne, SÈbastian(2003): Do rock endemic and widespread plant species differ under the Leaf-Height-Seed...",FRANCE,yes
Carex_hallerana,37290,derivation from photos or drawings,0.175,,1,BIOPOP April 2005,,0.25,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_hirta,37296,derivation from photos or drawings,0.45,,1,BIOPOP April 2005,,0.8,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_hordeistichos,37299,derivation from photos or drawings,0.2,,1,BIOPOP April 2005,,0.3,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_hostiana,37300,derivation from photos or drawings,0.2,,1,BIOPOP April 2005,,0.25,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_lasiocarpa,37319,derivation from photos or drawings,0.65,,1,BIOPOP April 2005,,1,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_magellanica,37333,derivation from photos or drawings,0.135,,1,BIOPOP April 2005,,0.2,0.07,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_melanostachya,37342,derivation from photos or drawings,0.4,,1,BIOPOP April 2005,,0.5,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_microglochin,37344,derivation from photos or drawings,0.06,,1,BIOPOP April 2005,,0.08,0.04,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_montana,37346,derivation from photos or drawings,0.165,,1,BIOPOP April 2005,,0.25,0.08,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_atrofusca,37347,actual measurement (following LEDA data standards),0.1,5,-2,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.11,0.14,0.08,,,,,,NORWAY,unknown
Carex_atrofusca,37347,actual measurement (following LEDA data standards),0.15,10,-2,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Aarnes), corresponding adress: graciela.rusch@nina.no",0.14,0.2,0.08,,,,,,NORWAY,unknown
Carex_bigelowii,37350,actual measurement (following LEDA data standards),0.07,11,-2,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.08,0.14,0.04,,,,,,NORWAY,unknown
Carex_bigelowii,37350,derivation from photos or drawings,0.14,,1,BIOPOP April 2005,,0.2,0.08,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_brachystachys,37354,derivation from photos or drawings,0.2,,1,BIOPOP April 2005,,0.3,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_brizoides,37356,derivation from photos or drawings,0.5,,1,BIOPOP April 2005,,0.7,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_capitata,37361,derivation from photos or drawings,0.16,,1,BIOPOP April 2005,,0.25,0.07,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_caryophyllea,37362,derivation from photos or drawings,0.09,,1,BIOPOP April 2005,,0.15,0.03,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_demissa,37374,derivation from photos or drawings,0.125,,1,BIOPOP April 2005,,0.2,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_diandra,37377,derivation from photos or drawings,0.4,,1,BIOPOP April 2005,,0.6,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_dioica,37381,derivation from photos or drawings,0.1,,1,BIOPOP April 2005,,0.15,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_divulsa,37393,derivation from photos or drawings,0.275,,1,BIOPOP April 2005,,0.4,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_elata,37396,derivation from photos or drawings,0.9,,1,BIOPOP April 2005,,1.2,0.6,,,,,"Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands",GERMANY,unknown
Carex_ericetorum,37398,derivation from photos or drawings,0.135,,1,BIOPOP April 2005,,0.2,0.07,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_extensa,37399,derivation from photos or drawings,0.135,,1,BIOPOP April 2005,,0.2,0.07,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_frigida,37406,derivation from photos or drawings,0.185,,1,BIOPOP April 2005,,0.3,0.07,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_fritschii,37407,derivation from photos or drawings,0.475,,1,BIOPOP April 2005,,0.65,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_fuliginosa,37408,derivation from photos or drawings,0.1,,1,BIOPOP April 2005,,0.15,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Blysmus_compressus,37421,derivation from photos or drawings,0.25,,1,BIOPOP April 2005,,0.4,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Blysmus_rufus,37423,derivation from photos or drawings,0.14,,1,BIOPOP April 2005,,0.2,0.08,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_acutiformis,37460,derivation from photos or drawings,0.75,,1,BIOPOP April 2005,,1.2,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_alba,37462,derivation from photos or drawings,0.1,,1,BIOPOP April 2005,,0.15,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_appropinquata,37464,derivation from photos or drawings,0.35,,1,BIOPOP April 2005,,0.45,0.25,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_atrata,37469,actual measurement (following LEDA data standards),0.09,3,-2,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.09,0.12,0.06,,,,,,NORWAY,unknown
Scirpus_cespitosus,37472,derivation from photos or drawings,0.25,,1,BIOPOP April 2005,,0.4,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Scirpus_fluitans,37478,unknown,0.025,,1,BIOPOP April 2005,,0.05,0,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Scirpus_holoschoenus,37480,derivation from photos or drawings,0.65,,1,BIOPOP April 2005,,1,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Scirpus_hudsonianus,37482,derivation from photos or drawings,0.2,,1,BIOPOP April 2005,,0.3,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Scirpus_hudsonianus,37482,actual measurement (following LEDA data standards),0.09,10,-2,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Wilmann), E-Mail: (bodil.wilmann@nina.no)",0.09,0.1,0.08,,,,,,NORWAY,unknown
Scirpus_lacustris,37486,derivation from photos or drawings,2.5,,1,BIOPOP April 2005,,4,1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Scirpus_lacustris_s._tabernaemontani,37488,derivation from photos or drawings,1.05,,1,BIOPOP April 2005,,1.5,0.6,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Scirpus_pungens,37500,derivation from photos or drawings,0.45,,1,BIOPOP April 2005,,0.6,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Scirpus_triqueter,37508,derivation from photos or drawings,1,,1,BIOPOP April 2005,,1.5,0.5,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Scirpus_triqueter,37508,actual measurement (following LEDA data standards),0.45,10,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.46,0.53,0.39,,,,,,GERMANY,no
Eleocharis_mamillata,37523,derivation from photos or drawings,0.25,,1,BIOPOP April 2005,,0.4,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Eleocharis_quinqueflora,37539,derivation from photos or drawings,0.1,,1,BIOPOP April 2005,,0.15,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Eriophorum_angustifolium,37550,derivation from photos or drawings,0.425,,1,BIOPOP April 2005,,0.57,0.28,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Eriophorum_angustifolium,37550,actual measurement (following LEDA data standards),0.015,9,-2,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.0146,0.018,0.008,,,,,,NORWAY,unknown
Eriophorum_angustifolium,37550,actual measurement (following LEDA data standards),0.15,9,-2,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.15,0.18,0.08,,,,,,NORWAY,unknown
Eriophorum_latifolium,37555,derivation from photos or drawings,0.425,,1,BIOPOP April 2005,,0.57,0.28,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Eriophorum_latifolium,37555,actual measurement (following LEDA data standards),0.1,10,-2,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Wilmann), E-Mail: (bodil.wilmann@nina.no)",0.11,0.17,0.06,,,,,,NORWAY,unknown
Eriophorum_vaginatum,37560,unknown,0.4,1,1,"Best, K. F.(1977): The biology of canadian weeds. 22. Descurania sophia (L.) Webb [57]",,0.5,0.3,1,,,,"Best, K. F.(1977): The biology of canadian weeds. 22. Descurania sophia (L.) Webb [57]",UNITED KINGDOM,unknown
Eriophorum_vaginatum,37560,derivation from photos or drawings,0.45,,1,BIOPOP April 2005,,0.6,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Rhynchospora_fusca,37574,derivation from photos or drawings,0.2,,1,BIOPOP April 2005,,0.3,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Schoenus_ferrugineus,37576,derivation from photos or drawings,0.225,,1,BIOPOP April 2005,,0.3,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Schoenus_nigricans,37577,derivation from photos or drawings,0.3,,1,BIOPOP April 2005,,0.45,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Cladium_mariscus,37586,derivation from photos or drawings,1.4,,1,BIOPOP April 2005,,2,0.8,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Cyperus_flavescens,37602,derivation from photos or drawings,0.165,,1,BIOPOP April 2005,,0.3,0.03,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Cyperus_flavescens,37602,laboratory/greenhouse/garden experiment,0.12,10,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.12,0.14,0.1,,,,,,GERMANY,no
Cyperus_fuscus,37606,derivation from photos or drawings,0.14,,1,BIOPOP April 2005,,0.25,0.03,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Cyperus_michelianus,37621,derivation from photos or drawings,0.06,,1,BIOPOP April 2005,,0.1,0.02,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Eleocharis_acicularis,37636,derivation from photos or drawings,0.06,,1,BIOPOP April 2005,,0.1,0.02,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Eleocharis_austriaca,37639,derivation from photos or drawings,0.25,,1,BIOPOP April 2005,,0.4,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_saxatilis,37653,actual measurement (following LEDA data standards),0.11,7,-2,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.13,0.2,0.06,,,,,,NORWAY,unknown
Carex_saxatilis,37653,actual measurement (following LEDA data standards),0.14,3,-2,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.14,0.19,0.09,,,,,,NORWAY,unknown
Carex_secalina,37658,derivation from photos or drawings,0.2,,1,BIOPOP April 2005,,0.3,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_strigosa,37674,derivation from photos or drawings,0.625,,1,BIOPOP April 2005,,0.9,0.35,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_sylvatica,37678,derivation from photos or drawings,0.425,,1,BIOPOP April 2005,,0.6,0.25,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_umbrosa,37688,derivation from photos or drawings,0.325,,1,BIOPOP April 2005,,0.5,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_vaginata,37695,derivation from photos or drawings,0.225,,1,BIOPOP April 2005,,0.25,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_obtusata,37703,derivation from photos or drawings,0.175,,1,BIOPOP April 2005,,0.3,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_ornithopoda_subsp._ornithopodioides,37709,derivation from photos or drawings,0.04,,1,BIOPOP April 2005,,0.05,0.03,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carex_parviflora,37728,derivation from photos or drawings,0.065,,1,BIOPOP April 2005,,0.1,0.03,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
