SBS_name,SBS_number,general_method,diaspore_type,single_value_[mg],sample_size,valid,median,reference,mean_SM_[mg],maximum_SM_[mg],minimum_SM_[mg],number_of_replicates,general_comment,Drying_method,original_reference,diaspore_type_code
Scrophularia_umbrosa,34372,actual measurement,germinule,0.098,,-4,,BIOLFLOR database,0.098,0.104,0.092,,,Air dried weight,,3
Scrophularia_umbrosa,34372,actual measurement,one-seeded generative dispersule,0.098,,-4,,BIOLFLOR database,0.098,0.104,0.092,,,Air dried weight,,2a
Scrophularia_umbrosa,34372,actual measurement,one-seeded generative dispersule,0.070533333,5,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.070533333,0.075,0.065,100,,Air dried weight,,2a
Scrophularia_umbrosa,34372,other,one-seeded generative dispersule,0.1116,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.1116,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Scrophularia_umbrosa,34372,actual measurement,generative dispersule,0.03,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.03,,,1,n an replicates unknown,Air dried weight,,2
Scrophularia_vernalis,33383,actual measurement,one-seeded generative dispersule,0.195,,-4,,BIOLFLOR database,0.195,,,,,Air dried weight,,2a
Scrophularia_vernalis,33383,actual measurement,germinule,0.195,,-4,,BIOLFLOR database,0.195,,,,,Air dried weight,,3
Scutellaria_altissima,25013,actual measurement,germinule,1.504,,-4,,BIOLFLOR database,1.504,1.585,1.452,,,Air dried weight,,3
Scutellaria_altissima,25013,actual measurement,one-seeded generative dispersule,1.504,,-4,,BIOLFLOR database,1.504,1.585,1.452,,,Air dried weight,,2a
Scutellaria_galericulata,24386,actual measurement,germinule,0.816,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.816,,,50,,Air dried weight,,3
Scutellaria_galericulata,24386,actual measurement,germinule,0.655,,-4,,BIOLFLOR database,0.655,,,,,Air dried weight,,3
Scutellaria_galericulata,24386,actual measurement,generative dispersule,0.480833333,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.480833333,0.568333333,0.393333333,60,,Air dried weight,,2
Scutellaria_galericulata,24386,other,one-seeded generative dispersule,0.7016,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.7016,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Scutellaria_galericulata,24386,actual measurement,one-seeded generative dispersule,0.816,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.816,,,50,,Air dried weight,,2a
Scutellaria_galericulata,24386,actual measurement,one-seeded generative dispersule,0.655,,-4,,BIOLFLOR database,0.655,,,,,Air dried weight,,2a
Scutellaria_galericulata,24386,other,germinule,0.7016,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.7016,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Scutellaria_minor,23967,actual measurement,generative dispersule,0.181,4,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.181,0.194,0.167,100,,Air dried weight,,2
Secale_cereale,42376,actual measurement,generative dispersule,45.78,5,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",45.78,49.2,43,1,,Air dried weight,,2
Secale_cereale,42376,actual measurement,germinule,31.5,1,1,,"Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de",,50,13,1,n and replicates unknown,Air dried weight,,3
Sedum_acre,18178,actual measurement,germinule,0.037,,-4,,BIOLFLOR database,0.037,0.049,0.03,,,Air dried weight,,3
Sedum_acre,18178,actual measurement,germinule,0.049,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.049,,,50,,Air dried weight,,3
Sedum_acre,18178,actual measurement,one-seeded generative dispersule,0.037,,-4,,BIOLFLOR database,0.037,0.049,0.03,,,Air dried weight,,2a
Sedum_acre,18178,actual measurement,germinule,0.026,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.026,,,100,,Air dried weight,,3
Sedum_acre,18178,other,one-seeded generative dispersule,0.04,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.04,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Sedum_acre,18178,actual measurement,one-seeded generative dispersule,0.026,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.026,,,100,,Air dried weight,,2a
Sedum_acre,18178,actual measurement,one-seeded generative dispersule,0.049,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.049,,,50,,Air dried weight,,2a
Sedum_acre,18178,actual measurement (following LEDA data standards),germinule,0.04,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.04,,,100,"used balance: Mettler H51, seed",Air dried weight,,3
Sedum_acre,18178,actual measurement (following LEDA data standards),germinule,0.04,1,-2,0.04,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.04,0.04,0.04,,preaggregated value obtained from single record,Air dried weight,,3
Sedum_acre,18178,other,germinule,0.04,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.04,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Sedum_album,18182,actual measurement,one-seeded generative dispersule,0.02,,-4,,BIOLFLOR database,0.02,,,,,Air dried weight,,2a
Sedum_album,18182,actual measurement,germinule,0.02,,-4,,BIOLFLOR database,0.02,,,,,Air dried weight,,3
Sedum_anglicum,18189,other,unknown,0.04428,1,2,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.04428,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,4
Sedum_anglicum,18189,other,unknown,0.034,1,2,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.034,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,4
Sedum_annuum,18195,actual measurement,germinule,0.019,,-4,,BIOLFLOR database,0.019,0.021,0.017,,,Air dried weight,,3
Sedum_annuum,18195,actual measurement,germinule,0.0173,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.0173,,,100,,Air dried weight,,3
Sedum_annuum,18195,actual measurement,one-seeded generative dispersule,0.019,,-4,,BIOLFLOR database,0.019,0.021,0.017,,,Air dried weight,,2a
Sedum_cepaea,18212,actual measurement,one-seeded generative dispersule,0.037,,-4,,BIOLFLOR database,0.037,,,,,Air dried weight,,2a
Sedum_cepaea,18212,actual measurement,germinule,0.037,,-4,,BIOLFLOR database,0.037,,,,,Air dried weight,,3
Sedum_dasyphyllum,18216,actual measurement,germinule,0.026,,-4,,BIOLFLOR database,0.026,0.026,0.025,,,Air dried weight,,3
Sedum_dasyphyllum,18216,actual measurement,one-seeded generative dispersule,0.026,,-4,,BIOLFLOR database,0.026,0.026,0.025,,,Air dried weight,,2a
Sedum_forsterianum,46133,actual measurement,one-seeded generative dispersule,0.016,,-4,,BIOLFLOR database,0.016,0.016,0.015,,,Air dried weight,,2a
Sedum_forsterianum,46133,actual measurement,germinule,0.016,,-4,,BIOLFLOR database,0.016,0.016,0.015,,,Air dried weight,,3
Sedum_hispanicum,18232,actual measurement,germinule,0.02,,-4,,BIOLFLOR database,0.02,0.02,0.019,,,Air dried weight,,3
Sedum_hispanicum,18232,actual measurement,one-seeded generative dispersule,0.02,,-4,,BIOLFLOR database,0.02,0.02,0.019,,,Air dried weight,,2a
Sedum_hispanicum,18232,actual measurement,generative dispersule,0.03,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.03,,,1,n an replicates unknown,Air dried weight,,2
Sedum_ochroleucum,18248,actual measurement,generative dispersule,0.015,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.015,0.016,0.014,50,,Air dried weight,,2
Sedum_rubens,18260,actual measurement,one-seeded generative dispersule,0.022,,-4,,BIOLFLOR database,0.022,,,,,Air dried weight,,2a
Sedum_rubens,18260,actual measurement,germinule,0.022,,-4,,BIOLFLOR database,0.022,,,,,Air dried weight,,3
Sedum_rupestre,18224,actual measurement,germinule,0.074,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.074,,,50,,Air dried weight,,3
Sedum_rupestre,18224,actual measurement,one-seeded generative dispersule,0.066,,-4,,BIOLFLOR database,0.066,,,,,Air dried weight,,2a
Sedum_rupestre,18224,actual measurement,germinule,0.066,,-4,,BIOLFLOR database,0.066,,,,,Air dried weight,,3
Sedum_rupestre,18224,actual measurement,one-seeded generative dispersule,0.074,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.074,,,50,,Air dried weight,,2a
Sedum_rupestre,18224,actual measurement (following LEDA data standards),germinule,0.03,1,-2,0.03,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.03,0.03,0.03,,preaggregated value obtained from single record,Air dried weight,,3
Sedum_rupestre,18224,actual measurement (following LEDA data standards),germinule,0.03,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.03,,,100,"used balance: Mettler H51, seed",Air dried weight,,3
Sedum_sexangulare,18275,actual measurement,one-seeded generative dispersule,0.01,,-4,,BIOLFLOR database,0.01,,,,,Air dried weight,,2a
Sedum_sexangulare,18275,actual measurement,germinule,0.01,,-4,,BIOLFLOR database,0.01,,,,,Air dried weight,,3
Sedum_spurium,18278,actual measurement,one-seeded generative dispersule,0.1,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.1,,,25,,Air dried weight,,2a
Sedum_spurium,18278,actual measurement,generative dispersule,0.08,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.08,,,1,n an replicates unknown,Air dried weight,,2
Sedum_telephium,18283,actual measurement,one-seeded generative dispersule,0.056,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.056,,,100,,Air dried weight,,2a
Sedum_telephium,18283,actual measurement,one-seeded generative dispersule,0.06,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.06,,,50,,Air dried weight,,2a
Sedum_telephium,18283,actual measurement (following LEDA data standards),germinule,0.02,1,-2,0.02,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.02,0.02,0.02,,preaggregated value obtained from single record,Air dried weight,,3
Sedum_telephium,18283,other,germinule,0.0472,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.0472,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Sedum_telephium,18283,actual measurement (following LEDA data standards),germinule,0.02,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.02,,,100,"used balance: Mettler H51, seed",Air dried weight,,3
Sedum_telephium_s._maximum,18293,actual measurement,one-seeded generative dispersule,0.053,,-4,,BIOLFLOR database,0.053,0.055,0.05,,,Air dried weight,,2a
Sedum_telephium_s._maximum,18293,actual measurement,germinule,0.053,,-4,,BIOLFLOR database,0.053,0.055,0.05,,,Air dried weight,,3
Sedum_telephium_s._telephium,18284,actual measurement,germinule,0.066,,-4,,BIOLFLOR database,0.066,0.071,0.06,,,Air dried weight,,3
Sedum_telephium_s._telephium,18284,actual measurement,one-seeded generative dispersule,0.066,,-4,,BIOLFLOR database,0.066,0.071,0.06,,,Air dried weight,,2a
Sedum_villosum,18303,actual measurement,one-seeded generative dispersule,0.024,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.024,0.024,0.024,100,,Air dried weight,,2a
Sedum_villosum,18303,other,germinule,0.026,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.026,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Selinum_carvifolia,1092,other,germinule,1.9916,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.9916,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Selinum_carvifolia,1092,other,germinule,1.43,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.43,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Selinum_carvifolia,1092,other,germinule,1.592,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.592,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Selinum_carvifolia,1092,actual measurement,germinule,0.97,,-4,,BIOLFLOR database,0.97,1.193,0.787,,,Air dried weight,,3
Selinum_carvifolia,1092,actual measurement,generative dispersule,1.5596,5,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",1.5596,1.679,1.454,100,,Air dried weight,,2
Selinum_carvifolia,1092,actual measurement,one-seeded generative dispersule,0.97,,-4,,BIOLFLOR database,0.97,1.193,0.787,,,Air dried weight,,2a
Selinum_carvifolia,1092,other,one-seeded generative dispersule,1.43,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.43,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Selinum_carvifolia,1092,other,one-seeded generative dispersule,1.592,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.592,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Selinum_carvifolia,1092,other,one-seeded generative dispersule,1.9916,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",1.9916,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Sempervivum_arachnoideum,18309,actual measurement,germinule,0.028,,-4,,BIOLFLOR database,0.028,0.033,0.023,,,Air dried weight,,3
Sempervivum_arachnoideum,18309,actual measurement,one-seeded generative dispersule,0.028,,-4,,BIOLFLOR database,0.028,0.033,0.023,,,Air dried weight,,2a
Senecio_alpinus,9622,actual measurement,germinule,0.571,,-4,,BIOLFLOR database,0.571,0.76,0.55,,,Air dried weight,,3
Senecio_alpinus,9622,actual measurement,germinule,0.5314,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.5314,,,50,,Air dried weight,,3
Senecio_aquaticus,9544,actual measurement,germinule,0.243,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.243,0.254,0.232,100,,Air dried weight,,3
Senecio_aquaticus,9544,actual measurement,one-seeded generative dispersule,0.372,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.372,,,100,,Air dried weight,,2a
Senecio_aquaticus,9544,actual measurement,one-seeded generative dispersule,0.29,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.29,,,50,,Air dried weight,,2a
Senecio_aquaticus,9544,actual measurement (following LEDA data standards),germinule,0.35,1,-2,0.35,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.35,0.35,0.35,,preaggregated value obtained from single record,Air dried weight,,3
Senecio_aquaticus,9544,actual measurement (following LEDA data standards),germinule,0.35,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.35,,,100,"used balance: Mettler Toledo 4, seed without pappus",Air dried weight,,3
Senecio_aquaticus,9544,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.39,5,-2,0.39,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.39,0.42,0.37,,preaggregated value obtained from single record,Air dried weight,,2a
Senecio_aquaticus,9544,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.42,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.42,,,20,"used balance: Mettler Toledo 4, disp. unit with pappus",Air dried weight,,2a
Senecio_aquaticus,9544,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.37,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.37,,,20,"used balance: Mettler Toledo 4, disp. unit with pappus",Air dried weight,,2a
Senecio_aquaticus,9544,other,germinule,0.4848,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.4848,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Senecio_aquaticus,9544,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.4,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.4,,,20,"used balance: Mettler Toledo 4, disp. unit with pappus",Air dried weight,,2a
Senecio_aquaticus,9544,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.39,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.39,,,20,"used balance: Mettler Toledo 4, disp. unit with pappus",Air dried weight,,2a
Senecio_aquaticus,9544,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.38,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.38,,,20,"used balance: Mettler Toledo 4, disp. unit with pappus",Air dried weight,,2a
Senecio_aquaticus,9544,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.42,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.42,,,50,"used balance: Mettler H51, disp. unit with pappus and flower remnant",Air dried weight,,2a
Senecio_aquaticus,9544,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.42,1,-2,0.42,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.42,0.42,0.42,,preaggregated value obtained from single record,Air dried weight,,2a
Senecio_congestus,9467,actual measurement,one-seeded generative dispersule,0.29,,-4,,BIOLFLOR database,0.29,,,,,Air dried weight,,2a
Senecio_congestus,9467,actual measurement,germinule,0.29,,-4,,BIOLFLOR database,0.29,,,,,Air dried weight,,3
Senecio_doronicum,9471,actual measurement,germinule,0.28,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.28,,,50,50-2000 air-dried matured seeds,Air dried weight,,3
Senecio_erucifolius,11230,actual measurement,one-seeded generative dispersule,0.315,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.315,,,50,,Air dried weight,,2a
Senecio_erucifolius,11230,actual measurement,one-seeded generative dispersule,0.1225,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.1225,0.123,0.122,100,,Air dried weight,,2a
Senecio_erucifolius,11230,other,germinule,0.31,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.31,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Senecio_fluviatilis,9545,actual measurement,one-seeded generative dispersule,0.974,,-4,,BIOLFLOR database,0.974,,,,,Air dried weight,,2a
Senecio_fluviatilis,9545,actual measurement,germinule,0.908,,-4,,BIOLFLOR database,0.908,,,,,Air dried weight,,3
Senecio_fluviatilis,9545,actual measurement,germinule,0.974,,-4,,BIOLFLOR database,0.974,,,,,Air dried weight,,3
Senecio_inaequidens,9629,actual measurement,germinule,0.074,5,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.074,0.08,0.06,1,,Air dried weight,,3
Senecio_inaequidens,9629,actual measurement (following LEDA data standards),germinule,0.28,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.28,,,100,"used balance: Mettler Toledo 4, seed without pappus",Air dried weight,,3
Senecio_inaequidens,9629,actual measurement (following LEDA data standards),germinule,0.28,1,-2,0.28,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.28,0.28,0.28,,preaggregated value obtained from single record,Air dried weight,,3
Senecio_inaequidens,9629,other,germinule,0.2572,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.2572,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Senecio_inaequidens,9629,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.39,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.39,,,30,"used balance: Mettler Toledo 4, disp. unit with pappus",Air dried weight,,2a
Senecio_inaequidens,9629,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.39,1,-2,0.39,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.39,0.39,0.39,,preaggregated value obtained from single record,Air dried weight,,2a
Senecio_incanus,9472,actual measurement,germinule,1.55,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",1.55,,,50,50-2000 air-dried matured seeds,Air dried weight,,3
Senecio_incanus,9472,actual measurement,generative dispersule,0.78,5,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.78,0.81,0.73,100,determined as Senecio incanus subsp. carniolicus,Air dried weight,,2
Senecio_integrifolius_s._integrifolius,10152,actual measurement,germinule,0.505,,-4,,BIOLFLOR database,0.505,0.54,0.44,,,Air dried weight,,3
Senecio_integrifolius_s._integrifolius,10152,actual measurement,one-seeded generative dispersule,0.505,,-4,,BIOLFLOR database,0.505,0.54,0.44,,,Air dried weight,,2a
Senecio_jacobaea,10452,other,one-seeded generative dispersule,0.286,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.286,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Senecio_jacobaea,10452,other,one-seeded generative dispersule,0.286,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.286,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Senecio_jacobaea,10452,actual measurement,one-seeded generative dispersule,0.52,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.52,,,50,,Air dried weight,,2a
Senecio_jacobaea,10452,actual measurement,one-seeded generative dispersule,0.319,,-4,,BIOLFLOR database,0.319,,,,,Air dried weight,,2a
Senecio_jacobaea,10452,actual measurement,one-seeded generative dispersule,0.394,,-4,,BIOLFLOR database,0.394,,,,,Air dried weight,,2a
Senecio_jacobaea,10452,actual measurement,one-seeded generative dispersule,0.217,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.217,0.224,0.21,50,,Air dried weight,,2a
Senecio_jacobaea,10452,actual measurement,germinule,0.52,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.52,,,50,,Air dried weight,,3
Senecio_jacobaea,10452,actual measurement,germinule,0.192,30,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.192,,,1,Seeds weighed individually when possible or in small groups (n max = 10). For majority 30 weights per species.,Air dried weight,,3
Senecio_jacobaea,10452,actual measurement,germinule,0.319,,-4,,BIOLFLOR database,0.319,,,,,Air dried weight,,3
Senecio_jacobaea,10452,actual measurement,germinule,0.394,,-4,,BIOLFLOR database,0.394,,,,,Air dried weight,,3
Senecio_jacobaea,10452,actual measurement,germinule,0.19167,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.19167,,,1,"1996-1997, n an replicates unknown",Air dried weight,,3
Senecio_jacobaea,10452,other,germinule,0.286,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.286,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Senecio_paludosus,11419,actual measurement,germinule,0.699,,-4,,BIOLFLOR database,0.699,,,,,Air dried weight,,3
Senecio_paludosus,11419,actual measurement,one-seeded generative dispersule,0.638,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.638,0.745,0.531,100,,Air dried weight,,2a
Senecio_squalidus,9306,actual measurement,one-seeded generative dispersule,0.214,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.214,,,100,,Air dried weight,,2a
Senecio_squalidus,9306,actual measurement,germinule,0.228,,-4,,BIOLFLOR database,0.228,0.228,0.181,,,Air dried weight,,3
Senecio_squalidus,9306,other,germinule,0.202,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.202,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Senecio_subalpinus,10020,actual measurement,germinule,0.499,,-4,,BIOLFLOR database,0.499,,,,,Air dried weight,,3
Senecio_sylvaticus,9889,actual measurement,germinule,0.232,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.232,,,100,,Air dried weight,,3
Senecio_sylvaticus,9889,actual measurement,germinule,0.254,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.254,,,50,,Air dried weight,,3
Senecio_sylvaticus,9889,actual measurement,germinule,0.23,,-4,,BIOLFLOR database,0.23,,,,,Air dried weight,,3
Senecio_sylvaticus,9889,actual measurement,germinule,0.28,5,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.28,0.3,0.26,1,,Air dried weight,,3
